id,Duplicate,Date,Av_Diameter_mm,Height_cm,Leaf_Area_cm2,Av_SLA _mg/cm2,Pres_Air_KPa,Trmmol_mmolm_2s_1,Resistwp_Pasm2umol_1,CO2i_Pred_Pa,LeafTemp_oC,Resistwp25_Pasm2umol_1,thetafactor,corrphi,corrAnnet,Anet_Pred_umolm_2s_1,Anet_Obs_umolm_2s_1,PARi_umolm_2s_1,StomatalCond_H2O_molm_2s_1,Pres_O2_KPa,CO2S_Pa,Pres_H2O_KPa,PhiPSII_obs,PhiPSII_pred,ChamberAirTemp_oC,PARi,Resistch_Pasm2umol_1,SumSquare_NA,gamma_Pa,Jmax25,CurveID_NA,TempLeaf,betaPSII_NA,CO2c_Pa,VPDL_KPa,CO2i_obs_Pa,ChlFlPHIPSII_Obs_NA,gamma25_Pa,Rdlight_umolm_2s_1,SumSquare,Rdlight25_umolm_2s_1,phifactor,Resistch25_Pasm2umol_1
Besc-874.csv,Unique,7/2/2014,5.575,115,17.11,1.233766234,98.62,0.74,2.09,23.45,26.63,2.32,0.83,1,0.99,4.64,4.87,402.11,0.05,20.66,39.49,2.05,0.53,0.53,25.55,250.86,0,0.32,2.6,39.5,NAxxxx,26.22,0.21,13.77,1.41,23.45,0.44,2.46,0,0.03,0,0.94,0
besc-88.csv,Unique,8/18/2014,14.865,249.5,37.9,2.824675325,98.47,0.23,2.46,25.34,26.44,2.71,0.45,1,0.99,4.34,4.34,349.79,0.03,20.63,39.39,2.75,0.63,0.63,25.68,49.09,0,1.08,0.51,51.99,NAxxxx,26.07,0.39,13.23,0.63,25.34,0.25,0.49,1.22,0,1.11,1.02,0
besc-880.csv,Unique,8/15/2014,13.365,261,77.79,4.112554113,99.14,-0.04,0,88.71,27.03,0,,n/a,0.99,5.56,5.96,248.6,-0.01,20.77,39.43,2.93,,,26,,0,2.48,0.01,,NAxxxx,,0.3,88.71,0.56,88.71,0.54,0.01,2.81,,2.48,,0
Besc-881.csv,Sameleaf_Dup,7/2/2014,9.205,222,193.23,3.766233766,98.86,0.49,1.81,20.85,26.58,2.01,0.84,1,0.99,5.76,5.79,400.9,0.05,20.71,39.59,2.45,0.49,0.49,25.59,250.51,0,0.41,1.94,46,NAxxxx,26.28,0.3,9.84,0.98,20.85,0.39,1.84,0,0.03,0,0.94,0
besc-881.csv,Unique,6/27/2014,9.205,222,193.23,3.766233766,98.95,1.65,1.77,27.89,26.87,2,0.84,1,1,12.2,11.51,500.5,0.17,20.73,39.58,2.51,0.65,0.65,25.69,249.87,0,2.95,0.24,89.21,NAxxxx,26.21,0.32,6.49,0.97,27.89,0.52,0.22,3.1,0.21,2.76,1.08,0
besc-883.csv,Unique,8/12/2014,7.635,180,36.15,2.294372294,98.42,0.28,5.99,22.77,26.74,6.73,0.9,0.99,0.98,3.5,3.61,348.78,0.03,20.62,39.22,2.63,0.56,0.56,25.78,74.49,0,0.78,0,20.84,NAxxxx,26.18,0.32,1.37,0.83,22.77,0.21,0,0.89,0,0.79,0.92,0
Besc-886.csv,Sameleaf_Dup,7/2/2014,9.675,237,89.48,3.506493506,98.72,0.41,2.06,18.91,26.68,2.3,0.4,1,0.98,4.43,4.09,397.58,0.03,20.68,39.53,2.23,0.65,0.65,25.48,101.5,0,0.8,0.9,53.75,NAxxxx,25.77,0.17,9.79,1.23,18.91,0.46,0.85,0.66,0,0.59,1.06,0
Besc-886.csv,Unique,6/27/2014,9.675,237,89.48,3.506493506,98.98,0.45,1.7,15.51,27.4,2,0.75,1,0.98,5.8,5.9,501.24,0.04,20.74,39.66,2.47,0.67,0.67,25.6,202.06,0,5.23,0.63,71.67,NAxxxx,26.38,0.25,4.91,1.13,15.51,0.51,0.59,2.56,0.05,2.21,1.12,0
besc-892.csv,Unique,8/8/2014,6.94,142.5,54.99,2.207792208,98.87,0.26,2.62,18.86,26.97,2.99,0.27,1,1,4.77,4.64,349.75,0.03,20.71,39.55,2.74,0.58,0.58,25.83,74.2,0,0.21,0.15,42.51,NAxxxx,26.37,0.3,7.02,0.76,18.86,0.29,0.14,0.8,0,0.71,1.01,0
besc-893.csv,Unique,8/13/2014,12.59,243,46.96,4.458874459,98.96,0.42,4.78,21.57,25.59,4.98,0.88,0.99,0.97,4.34,4.43,349.42,0.04,20.73,39.58,2.22,0.58,0.58,25.41,74.89,0,1.26,0,22.86,NAxxxx,25.26,0.33,1.93,1.02,21.57,0.21,0,0.45,0,0.44,0.98,0
besc-894.csv,Unique,8/13/2014,11.355,160,58.44,3.571428571,99.01,1.1,4.51,29.88,25.54,4.67,0.98,0.99,1,5.28,5.02,349.38,0.09,20.74,39.67,2.03,0.4,0.4,25.43,298.93,0.83,0.52,0,30.56,NAxxxx,25.37,0.29,0,1.21,29.88,0.36,0,1.91,4.79,1.85,0.93,0.86
besc-898.csv,Unique,8/12/2014,10.835,218,152.66,3.330241187,98.51,1.71,5.69,33.31,25.19,5.76,0.97,0.99,0.99,5.8,5.42,350.45,0.16,20.64,39.18,2.12,0.43,0.44,25.39,197.51,0,1.56,0,33.01,NAxxxx,25.07,0.4,1.28,1.08,33.31,0.28,0,1.9,0.76,1.88,0.86,0
besc-902.csv,Unique,8/6/2014,16.365,297,62.28,2.207792208,98.95,1.42,1.51,28.48,26.46,1.67,0.94,0.99,1,9.16,9.02,351.24,0.13,20.73,39.62,2.39,0.6,0.6,25.8,300.94,0,2.76,0.53,74.61,NAxxxx,26.3,0.34,14.62,1.02,28.48,0.57,0.51,3.44,11.86,3.14,1,0
Besc-906.csv,Unique,8/1/2014,13.505,197,50.65,3.506493506,98.78,1.31,2.89,30.77,26.68,3.23,0.94,1,0.99,6.89,6.71,348.51,0.13,20.69,39.57,2.48,0.5,0.51,25.85,299.47,0,2.69,0.96,51.36,NAxxxx,26.64,0.35,10.84,0.97,30.77,0.46,0.91,2.34,2.29,2.11,0.99,0
Besc-91.csv,Unique,7/9/2014,11.72,259.5,50.69,3.636363636,98.92,1.47,0.56,23.21,26.13,0.6,0.84,1,1,11.45,11.46,398.85,0.12,20.72,38.88,2.18,0.62,0.62,25.56,298.62,0,0.93,3.26,128.31,NAxxxx,25.96,0.46,16.84,1.17,23.21,0.56,3.14,1.21,0.3,1.12,1.06,0
besc-94.csv,Unique,8/7/2014,14.26,230.5,69.47,4.274891775,98.81,1.44,2.76,30.01,25.41,2.84,0.9,1,1,9.07,8.56,349.69,0.15,20.7,39.55,2.28,0.64,0.64,25.42,201.01,0,1.76,0,60.57,NAxxxx,25.05,0.31,4.99,0.93,30.01,0.52,0,2.88,0,2.8,1.07,0
besc-95.csv,Unique,8/13/2014,12.275,251.5,55.61,6.087662338,98.88,0.88,3.74,30.13,26.75,4.2,0.85,1,0.99,4.65,4.33,350.68,0.08,20.71,39.56,2.38,0.42,0.42,25.78,201.99,0,0.51,0.16,21.58,NAxxxx,26.43,0.25,12.76,1.09,30.13,0.29,0.16,0.45,0.12,0.4,0.94,0
besc-98.csv,Unique,8/5/2014,13.675,226.5,35.84,4.155844156,99.05,1.06,1.95,26,26.15,2.11,0.89,1,1,7.24,7.08,349.78,0.09,20.75,39.65,2.17,0.64,0.64,25.65,99.75,0,0.62,0.58,42.98,NAxxxx,25.66,0.36,12.39,1.19,26,0.38,0.55,1.13,0.02,1.05,1.02,0
besc-99.csv,Unique,8/13/2014,14.92,301.5,63.39,8.116883117,99.13,0.79,1.44,23.13,27.69,1.72,0.8,0.99,0.99,7.58,7.38,349.64,0.07,20.77,39.7,2.62,0.63,0.63,26.25,198.47,0,3.35,1.19,71.43,NAxxxx,27.36,0.33,12.04,1.04,23.13,0.54,1.09,2.02,0.05,1.71,1.05,0
BLCG-28-1.csv,Unique,7/31/2014,12.595,206,42.64,4.545454545,98.97,0.81,1.24,22.21,26.91,1.41,0.82,1,0.99,7.61,7.3,350.79,0.07,20.73,39.59,2.37,0.59,0.59,25.76,202.22,0,1.82,2.39,67.58,NAxxxx,26.5,0.36,12.74,1.13,22.21,0.48,2.25,0,0.05,0,1.01,0
CHWH-27-1.csv,Clone_Dup,7/31/2014,9.23,167,58.75,3.376623377,99.2,1.44,1.32,24.75,26.59,1.47,0.95,1,1,10.12,9.87,349.27,0.11,20.78,39.7,2.18,0.58,0.59,25.93,299.11,0,0.64,1.02,72.39,NAxxxx,26.5,0.38,11.37,1.26,24.75,0.54,0.96,1.66,8.87,1.5,1.01,0
CHWH-27-1.csv,Unique,7/14/2014,2.265,31,29.02,1.298701299,98.81,0.84,0,27.17,27.37,0,0.83,0.99,0.99,8.68,8.53,301.11,0.08,20.7,39.58,2.54,0.61,0.61,26.08,150.16,0,2.3,0.78,59.62,NAxxxx,27.24,0.33,27.17,1.07,27.17,0.51,0.72,1.06,0.01,0.92,0.97,0
CHWH-27-3.csv,Unique,7/10/2014,13.3,283,96.72,4.675324675,99.11,1.67,1.21,25.95,25.48,1.25,0.88,1,1,11.48,11.38,399.2,0.14,20.76,39.1,2.11,0.55,0.55,25.25,348.93,0,0.87,1.58,111.54,NAxxxx,25.37,0.43,12.05,1.12,25.95,0.52,1.56,1.65,3.46,1.6,0.99,0
CHWH-27-5.csv,Unique,7/14/2014,7.065,149,74.5,2.337662338,98.87,1.25,2.37,28.34,28.41,2.97,0.9,0.99,0.99,7.51,6.99,350.54,0.11,20.71,39.59,2.66,0.42,0.42,27.39,250.59,0,2.19,2.05,55.08,NAxxxx,28.24,0.58,10.53,1.15,28.34,0.34,1.84,0.89,2.66,0.72,0.85,0
CHWK-27-3.csv,Unique,7/10/2014,5.545,113,18.97,1.233766234,98.98,0.93,0,32.18,27.2,0,,n/a,0.73,2.38,2.23,397.91,0.05,20.74,39.54,1.96,,,25.66,,12.52,1.53,0,,NAxxxx,,0.24,0,1.62,32.18,0.15,0,0,,0,,14.49
CHWK-27-4.csv,Unique,7/10/2014,4.735,91,41.74,1.948051948,98.94,1.39,7.08,31.8,26.1,7.61,0.87,1,0.93,4.12,3.86,398.85,0.09,20.73,39.36,1.92,0.43,0.43,25.54,198.16,0,0.94,0.16,20.21,NAxxxx,25.95,0.23,3.03,1.45,31.8,0.25,0.15,0,0.02,0,0.97,0
CMBF-28-1.csv,Unique,7/15/2014,6.75,141,34.56,2.662337662,98.39,0.74,7.02,31.02,26.06,7.53,0.74,1,0.98,3.58,3.33,349.14,0.07,20.61,39.16,2.32,0.43,0.43,25.43,73,0,0.83,0.03,19.99,NAxxxx,25.44,0.29,5.4,1.02,31.02,0.2,0.03,0.54,0,0.5,0.72,0
CMBF-28-2.csv,Unique,7/9/2014,11.4,147,36.2,3.376623377,98.74,1.45,1.41,28.24,25.48,1.46,0.85,1,0.99,6.38,6.28,398.46,0.11,20.69,39.14,1.97,0.4,0.41,25.35,349.47,0,1.54,0.06,31.28,NAxxxx,25.46,0.2,19.24,1.27,28.24,0.37,0.05,0,1.04,0,0.91,0
CMBF-28-5.csv,Unique,7/15/2014,13.58,278,189.6,4.480519481,98.4,2.22,0.51,31.03,25.84,0.53,0.85,1,1,11.36,11.29,350.27,0.25,20.62,38.78,2.41,0.63,0.63,25.6,301.5,0,0.41,4.8,165.29,NAxxxx,25.76,0.55,25.29,0.87,31.03,0.6,4.67,2.98,2.7,2.83,1.07,0
CNBF-28-4.csv,Clone_Dup,8/4/2014,9.265,173,28.61,1.493506494,99.15,1.01,5.66,31.56,25.19,5.73,0.7,1,0.98,4.96,4.65,350.59,0.08,20.77,39.72,2.1,0.64,0.64,22.33,51.91,0,1.21,0,29.53,NAxxxx,25.19,0.27,3.31,1.07,31.56,0.27,0,0.36,0,0.35,1.03,0
CNBF-28-4.csv,Unique,7/14/2014,10.525,213,46.24,5.194805195,98.92,2.36,0.11,31.73,28.4,0.14,0.81,0.99,1,9.04,8.72,350.03,0.19,20.72,39.58,2.64,0.65,0.65,27.81,250.1,0,1.8,8.59,221.9,NAxxxx,28.19,0.74,30.74,1.18,31.73,0.61,7.68,6.14,0.26,4.97,1.04,0
CNYH-28-2.csv,Unique,7/10/2014,7.415,143.5,43.5,2.337662338,99.08,1.15,2.21,23.88,26.43,2.43,0.94,1,0.97,7.53,7.41,398.49,0.08,20.76,39.25,2.03,0.46,0.46,25.54,250.36,0,1.37,1.78,59.17,NAxxxx,26.07,0.53,7.31,1.38,23.88,0.33,1.7,0,1.15,0,0.91,0
CNYH-28-3.csv,Unique,7/11/2014,13.875,213,50.6,3.896103896,99.07,1.39,0.98,26.81,25.75,1.03,0.8,0.99,0.99,9.39,8.74,350.82,0.12,20.76,39.44,2.11,0.57,0.57,25.39,200.78,0,2.92,4.51,116.81,NAxxxx,25.51,0.62,17.62,1.18,26.81,0.46,4.4,0.98,0.1,0.93,1,0
CNYH-28-4.csv,Unique,7/9/2014,9.735,234,56.21,2.662337662,98.68,0.48,8.95,25.15,26.74,10.05,1,0.99,0.87,1.66,2.54,398.16,0.03,20.67,39.33,2,0.2,0.19,25.44,349.53,0.11,360.44,0,48.88,NAxxxx,26.52,0.94,7.92,1.48,25.15,0.17,0,11.15,26.74,10,0.67,0.13
DENA-17-1.csv,Clone_Dup,7/10/2014,7.455,154,61.19,3.571428571,98.91,1.54,5.11,30.33,26.15,5.52,0.96,1,0.96,5.31,5.12,398.37,0.1,20.72,39.3,1.88,0.35,0.34,25.45,301.08,0,0.74,0.43,29.62,NAxxxx,25.82,0.33,3.55,1.49,30.33,0.28,0.41,0,3.84,0,0.93,0
DENA-17-1.csv,Unique,7/2/2014,7.775,153,,,98.73,0.73,5.08,25.93,26.84,5.74,1,0.98,0.95,4.84,4.72,400.18,0.06,20.68,39.5,2.28,0.47,0.48,25.68,251.28,0,1.77,0,19.16,NAxxxx,26.54,0.17,1.98,1.21,25.93,0.37,0,0,1.04,0,0.78,0
DENA-17-2.csv,Unique,7/9/2014,10.53,183,73.54,2.012987013,98.79,0.86,1.92,20.79,26.17,2.08,0.92,1,0.92,7.58,7.03,399.17,0.06,20.7,39.18,2.04,0.49,0.49,25.39,249.1,0,3.8,1.1,59.29,NAxxxx,25.75,0.44,5.42,1.33,20.79,0.37,1.06,0,1.03,0,0.91,0
DENA-17-3.csv,Unique,7/9/2014,8.475,214,66.42,2.467532468,98.78,1.55,1.03,25.68,25.34,1.05,0.91,1,0.99,10.87,10.16,399.6,0.13,20.69,38.99,2.02,0.46,0.47,25.19,349.23,0,1.29,1.8,74.74,NAxxxx,25.26,0.42,14.5,1.18,25.68,0.43,1.78,0,6.78,0,0.93,0
DENA-24-16.csv,Unique,7/9/2014,3.98,90.5,20.44,1.428571429,98.65,0.66,0,29.16,26.32,0,0.87,1,0.61,2.83,2.6,399.07,0.04,20.67,39.32,1.96,0.47,0.47,25.38,97.73,0,1.8,0,12.43,NAxxxx,25.26,0.22,29.16,1.44,29.16,0.16,0,0,0,0,0.91,0
DENB-17-1.csv,Unique,7/10/2014,2.74,49.5,28.36,1.493506494,98.89,0.73,5.12,30.67,26.54,5.67,0.95,1,0.95,2.45,2.12,399.4,0.04,20.72,39.39,1.82,0.23,0.23,25.45,350.64,0,0.38,0,9.21,NAxxxx,26.37,0.14,18.14,1.62,30.67,0.21,0,0,0.41,0,0.67,0
DENB-17-2.csv,Unique,7/15/2014,6.165,154,77.48,2.337662338,98.41,0.61,1.14,16.95,26.81,1.29,0.89,0.99,0.98,7.77,7.96,349.37,0.06,20.62,38.95,2.49,0.62,0.62,25.68,198.06,0,3.92,1.06,61.11,NAxxxx,26.48,0.33,7.48,0.99,16.95,0.52,1,0,0.11,0,1.01,0
DENB-17-3.csv,Unique,7/9/2014,9.665,235,52.19,2.922077922,98.73,1.33,0.8,24.66,25.58,0.83,0.77,1,0.98,9.32,8.82,398.92,0.1,20.68,38.98,2,0.39,0.39,25.21,348.65,0,3.6,3.02,83,NAxxxx,25.48,0.5,17.25,1.25,24.66,0.36,2.97,0,0.59,0,0.84,0
DENB-17-4.csv,Unique,7/15/2014,8.415,200,45.96,4.090909091,98.31,1.94,0.88,33.04,26.68,0.98,0.81,1,1,6.42,6.18,349.22,0.18,20.6,39.03,2.42,0.52,0.52,25.75,300.61,0,1.25,1.31,67.57,NAxxxx,26.58,0.35,27.38,1.03,33.04,0.49,1.24,4.56,1.37,4.11,1.02,0
DENC-17-1.csv,Unique,7/9/2014,8.255,140,92.02,2.987012987,98.77,1.76,1.46,26.82,25.78,1.53,0.86,1,1,10.18,10.25,398.38,0.14,20.69,38.99,2.08,0.57,0.57,25.42,301.35,0,0.17,0.85,69.89,NAxxxx,25.32,0.3,12.01,1.2,26.82,0.51,0.82,0.28,1.05,0.27,1.03,0
DENC-17-2.csv,Unique,7/10/2014,9.17,226,44.85,2.532467532,99.05,1.4,1.3,22.39,26.35,1.42,0.8,1,1,10.35,9.99,398.68,0.1,20.75,39.08,2.04,0.6,0.6,25.57,248.65,0,0.48,1.11,94.06,NAxxxx,26.05,0.35,8.92,1.36,22.39,0.53,1.06,0.45,0.06,0.42,1.01,0
DENC-17-3.csv,Unique,7/10/2014,5.76,116.5,124.42,3.831168831,99.02,1.2,2.56,25.23,25.91,2.72,0.92,1,0.97,7.48,7.26,399.13,0.09,20.74,39.26,1.97,0.44,0.45,25.36,248.96,0,1.37,1.2,53.67,NAxxxx,25.57,0.48,6.07,1.34,25.23,0.32,1.16,0,0.76,0,0.93,0
DENC-17-5.csv,Unique,7/11/2014,5.045,89.5,37.2,1.298701299,99.33,0.54,1.3,24.65,26.93,1.48,0.75,1,0.99,4.25,4.18,399.87,0.05,20.81,39.56,2.57,0.38,0.38,25.75,148.62,3.94,0.24,0,20.56,NAxxxx,26.37,0.22,2,0.92,24.65,0.23,0,0.16,0,0.14,0.7,4.48
DEND-17-1.csv,Unique,7/11/2014,13.385,237,102.68,5.064935065,99.44,1.45,0.48,26.14,26.3,0.53,0.74,1,1,15.05,14.93,398.23,0.18,20.83,39.81,2.59,0.65,0.65,25.72,250.39,0,0.86,2.95,211.04,NAxxxx,26.09,0.53,18.84,0.78,26.14,0.59,2.82,2.08,0.11,1.92,1.06,0
DEND-17-4.csv,Unique,7/10/2014,7.9,170,88.74,2.987012987,99,1.86,7.64,34.21,25.36,7.83,1.4,1,0.95,4.13,3.98,399.06,0.15,20.74,39.35,1.97,0.43,0.43,25.37,100.1,0,0.46,0.17,23.35,NAxxxx,24.82,0.36,3.06,1.24,34.21,0.16,0.17,0,0.01,0,0.62,0
FNYI-28-2.csv,Unique,7/16/2014,12.975,286,83.11,3.506493506,98.69,1.26,1.06,22.38,27.67,1.26,0.87,1,0.99,9.66,9.49,349.69,0.1,20.68,39.03,2.4,0.69,0.69,26.11,201.23,0,2.01,2.34,105.76,NAxxxx,27.29,0.43,11.98,1.26,22.38,0.61,2.14,1.29,0.06,1.09,1.09,0
FNYI-28-3.csv,Clone_Dup,7/14/2014,4.31,85,19.64,1.233766234,98.7,1.29,5.69,32.32,27.77,6.82,0.98,0.99,0.99,4.6,4.25,348.89,0.11,20.68,39.49,2.53,0.3,0.3,26.15,300.31,1.15,0.77,0,19.54,NAxxxx,27.65,0.28,0,1.13,32.32,0.27,0,0.62,4.2,0.52,0.7,1.38
FNYI-28-3.csv,Unique,7/8/2014,4.22,86,31.7,1.948051948,98.83,1.06,7.52,30.69,28.34,9.37,,n/a,0.85,4.01,3.76,401.72,0.08,20.7,39.25,2.57,,,27.02,,0,1.44,0.07,,NAxxxx,,0.44,0.61,1.25,30.69,0.18,0.06,0.51,,0.41,,0
FNYI-28-4.csv,Unique,7/11/2014,8.535,176,99.3,2.402597403,99.48,1.18,0.18,25.87,27.02,0.21,0.71,1,1,11.73,11.43,398.03,0.14,20.84,39.81,2.66,0.51,0.51,26.07,250.46,0,0.55,5.44,121.51,NAxxxx,26.48,0.62,23.76,0.85,25.87,0.42,5.09,0,0.21,0,0.95,0
FNYI-28-5.csv,Unique,7/11/2014,8.255,152,85.7,2.142857143,99.19,1.83,0.81,26.44,25.63,0.84,0.87,0.99,1,11.05,10.8,350.7,0.14,20.78,39.09,2.02,0.52,0.52,25.42,301.94,0,0.87,2.92,110.88,NAxxxx,25.52,0.52,17.52,1.24,26.44,0.49,2.86,0.66,3.76,0.64,0.93,0
GLCB-26-1.csv,Clone_Dup,7/10/2014,5.11,81,7.3,2.597402597,98.86,2.61,5.19,33.27,25.36,5.31,0.95,1,1,6.26,6.09,399.45,0.19,20.71,39.16,1.88,0.38,0.37,25.35,350.69,0,0.2,0.01,32.13,NAxxxx,25.26,0.27,1.67,1.33,33.27,0.34,0.01,1.13,2.44,1.11,0.93,0
GLCB-26-1.csv,Unique,7/2/2014,4.99,79.5,11.1,1.558441558,98.77,1.16,5.32,29.93,27.16,6.14,0.85,0.99,0.97,5.52,5.27,399.82,0.09,20.69,39.49,2.37,0.52,0.52,26.04,202.09,0,1.74,0,28.22,NAxxxx,26.77,0.18,1.61,1.19,29.93,0.4,0,0,0.12,0,0.88,0
GLCB-26-2.csv,Unique,7/9/2014,8.53,204,88.84,1.818181818,98.61,1.79,0,33.68,25.49,0,0.93,1,0.96,4.45,4.23,398.49,0.14,20.66,39.22,2,0.39,0.39,25.37,198.41,6.86,0.5,0,24.26,NAxxxx,24.81,0.32,0,1.24,33.68,0.22,0,0,0.13,0,0.92,7.09
GLCB-26-3.csv,Unique,7/9/2014,5.505,97,27.83,1.363636364,98.71,0.79,3.43,24.8,25.72,3.6,0.5,1,0.91,5.38,5.11,399.07,0.06,20.68,39.24,1.97,0.56,0.56,25.23,99.11,0,1.38,0.99,50.53,NAxxxx,25.34,0.42,6.11,1.31,24.8,0.24,0.96,0,0,0,1.09,0
GLCB-26-4.csv,Unique,7/15/2014,8.52,227,40.16,2.727272727,98.41,1.96,0.84,27.79,25.76,0.88,0.88,1,1,11.92,11.89,349.88,0.18,20.62,38.8,2.23,0.61,0.61,25.46,301.03,0,0.24,3.21,139.53,NAxxxx,25.75,0.52,17.81,1.05,27.79,0.58,3.13,1.3,2.63,1.24,1.03,0
GW-10956.csv,Unique,6/26/2014,9.88,224,,,98.75,1.16,4.09,29.13,27.85,4.93,0.91,1,0.99,4.52,4.12,499.15,0.07,20.69,39.21,2.14,0.64,0.64,25.86,348.79,0,1.78,1.09,71.55,NAxxxx,27.41,0.25,10.69,1.57,29.13,0.57,0.99,6.22,5.17,5.21,1.06,0
gw-10988.csv,Unique,8/14/2014,15.73,316,58.38,11.49350649,99.16,1.01,1.7,29.99,27.65,2.02,0.9,1,1,6.35,6.18,349.5,0.12,20.77,39.68,2.79,0.68,0.68,26.32,149.45,0,1.8,0.57,67.52,NAxxxx,27.22,0.34,19.22,0.84,29.99,0.56,0.52,6.39,0.01,5.42,1.06,0
gw-10989.csv,Unique,8/20/2014,11.34,227.5,71.49,4.675324675,98.82,0.43,3.54,21.34,26.5,3.91,0.88,0.99,0.99,4.42,4.37,349.93,0.04,20.7,39.28,2.35,0.57,0.57,25.53,100.42,0,0.44,0.16,21.46,NAxxxx,25.79,0.2,5.26,1.07,21.34,0.34,0.16,0,0.01,0,0.92,0
GW-10995.csv,Unique,6/25/2014,12.92,224,30.21,4.87012987,98.86,1.98,0.56,23.79,26.96,0.64,0.94,0.98,1,16.01,16.01,498.24,0.17,20.71,39.59,2.4,0.63,0.64,25.78,398.48,0,7.12,1.39,133.44,NAxxxx,26.93,0.38,14.82,1.15,23.79,0.59,1.3,1.57,31.19,1.39,1,0
GW-11019.csv,Unique,6/25/2014,12.22,242,142.69,5.714285714,98.84,1.96,2.39,30.81,26.71,2.68,0.97,0.99,1,9.43,8.97,498.89,0.18,20.71,39.58,2.39,0.57,0.59,25.8,399.28,0,1.48,0.19,68.48,NAxxxx,26.54,0.27,8.26,1.08,30.81,0.53,0.18,4,36.69,3.59,0.97,0
GW-11022.csv,Unique,7/8/2014,11.38,209,115.7,4.415584416,98.58,1.96,0.38,26.16,27.84,0.46,0.9,1,1,10.78,10.62,399.74,0.14,20.65,38.9,2.36,0.6,0.61,25.98,348.85,0,0.14,3.54,105,NAxxxx,27.7,0.4,22.02,1.35,26.16,0.58,3.23,1.56,2.76,1.3,1.01,0
gw-11024.csv,Unique,8/19/2014,10.955,238.5,29.82,5.162337662,98.69,1.21,1.5,28.54,25.73,1.57,0.97,1,0.99,9.87,9.59,500.53,0.14,20.68,39.52,2.45,0.37,0.37,25.46,401.4,1.15,1.07,0,46.63,NAxxxx,25.58,0.35,0.48,0.81,28.54,0.32,0,1.52,6.47,1.45,0.9,1.21
GW-11027.csv,Sameleaf_Dup,7/2/2014,9.54,149,89.48,4.545454545,98.74,1,1.86,25.12,26.55,2.06,0.77,1,0.99,7.05,6.89,401.74,0.08,20.69,39.51,2.22,0.58,0.58,25.65,250.66,0,1.97,1.69,77.72,NAxxxx,26.17,0.29,12.04,1.22,25.12,0.51,1.6,1.33,0.03,1.21,0.99,0
GW-11027.csv,Unique,6/27/2014,9.54,149,73.96,4.545454545,98.87,1.61,4.68,33.23,27.72,5.6,0.99,0.99,0.99,6.01,5.14,399.72,0.14,20.71,39.56,2.56,0.57,0.58,26,348.79,0,3.51,0,54.48,NAxxxx,27.58,0.29,5.12,1.1,33.23,0.53,0,7.08,46.47,5.97,0.93,0
gw-11038.csv,Unique,8/14/2014,12.87,248.5,35.54,3.506493506,98.85,1.9,0,36.13,26.83,0,0.78,1,0.99,1.99,2.02,352.04,0.13,20.71,39.6,2.04,0.44,0.44,25.95,74.15,14.35,0.13,0,11.55,NAxxxx,26.34,0.26,0,1.46,36.13,0.15,0,0.39,0,0.35,0.85,16.21
GW-11053.csv,Unique,7/8/2014,4.485,96,50.93,1.233766234,98.49,1.1,5.13,28.07,27.66,6.11,0.89,1,0.99,5.23,5.09,400.8,0.08,20.63,39.08,2.32,0.45,0.46,25.82,201.17,0,0.34,0.03,21.72,NAxxxx,27.03,0.22,1.76,1.35,28.07,0.3,0.02,0,0.04,0,0.85,0
GW-11053.csv,Clone_Dup,8/1/2014,14.28,217,67.27,5.779220779,98.93,1.54,0.32,32.25,26.7,0.35,0.97,1,1,6.84,6.8,350.69,0.16,20.73,39.61,2.52,0.57,0.58,25.98,300.39,2.14,0.33,0,52.51,NAxxxx,26.6,0.31,4.44,0.93,32.25,0.53,0,5.14,5.55,4.63,0.99,2.4
GW-4597.csv,Unique,7/31/2014,14.115,217,65.98,5.519480519,99.06,1.07,0.74,28.44,26.61,0.82,0.89,1,1,7.28,7.21,351.05,0.11,20.75,39.64,2.47,0.6,0.6,25.76,252.08,0,1.19,1.94,57.54,NAxxxx,26.43,0.3,23.09,0.96,28.44,0.53,1.84,1.75,0.49,1.58,1.04,0
gw-7974.csv,Unique,8/20/2014,14.095,311.5,49.75,3.225108225,98.98,1.43,1.74,29.4,26.03,1.86,0.93,1,1,9.23,9.09,349.53,0.16,20.74,39,2.44,0.57,0.58,25.74,299.01,0,0.61,0.72,72.62,NAxxxx,25.93,0.36,13.37,0.87,29.4,0.53,0.7,2.97,9.46,2.78,1,0
gw-7985.csv,Unique,8/5/2014,14.28,259.5,58.56,0.649350649,99.21,0.58,0.61,20.49,27.3,0.71,0.1,1,0.99,7.48,7.41,350.49,0.06,20.78,39.72,2.64,0.69,0.69,26.12,73.84,0,2.16,1.12,246.68,NAxxxx,26.94,0.34,15.93,0.93,20.49,0.55,1.04,3.81,0,3.3,1.05,0
gw-7988.csv,Unique,8/20/2014,16.705,312,64,3.354978355,98.74,1.1,1.39,29.98,25.89,1.48,0.92,1,1,8.09,7.88,298.42,0.15,20.69,39.34,2.49,0.59,0.6,25.71,249.09,0,1.9,1.45,70.29,NAxxxx,25.87,0.36,18.71,0.78,29.98,0.56,1.41,2.13,6.43,2.02,1,0
